NhietdoN_SONG,pH_N_SONG,Duc_N_SONG,Mau_N_SONG,SS_SONG,EC_N_SONG,Jartest_N_SONG_KN
29.6,7.2,12.0,,,60.6,18.0
31.0,6.8,32.0,,,79.1,26.0
28.0,6.9,42.0,368.0,,60.2,20.0
31.0,6.9,10.0,,,64.0,20.0
,6.9,29.0,,,265.0,18.0
30.5,7.0,30.0,289.0,32.0,69.0,22.0
29.9,7.0,17.0,,,63.1,20.0
28.8,6.8,66.0,606.0,54.0,57.5,25.6
29.5,6.8,11.0,93.0,8.0,66.5,18.0
30.6,6.9,45.0,,,59.7,22.0
28.1,6.8,18.0,100.0,24.0,62.8,14.0
30.5,6.7,38.0,300.0,,87.5,28.0
30.6,6.8,35.0,,,52.7,20.0
29.3,6.9,48.0,,,50.4,20.0
29.4,6.9,48.0,,,66.7,26.0
30.2,6.8,13.0,,,92.3,18.0
31.7,6.9,15.0,,,68.7,18.0
28.4,6.7,138.0,1328.0,104.0,47.6,22.0
29.8,7.0,23.0,187.0,,123.3,22.0
28.9,6.7,120.0,898.0,88.0,53.9,26.0
28.9,7.0,50.0,,,50.9,22.0
30.2,7.0,26.0,261.0,26.0,69.9,24.0
29.5,6.9,10.0,55.0,18.0,58.8,16.0
30.0,6.9,70.0,,,73.5,36.0
,6.9,53.0,,,59.0,20.0
29.1,6.9,36.0,290.0,,61.4,20.0
,7.0,18.0,158.0,20.0,58.8,16.0
31.1,6.9,13.0,,,67.4,22.0
29.3,6.7,34.0,320.0,22.0,50.0,16.0
28.2,6.9,16.0,,,66.2,14.0
31.1,6.7,17.0,,,69.3,22.0
28.7,6.8,12.0,137.0,10.0,60.0,14.0
,6.8,23.0,,,241.0,26.0
29.2,6.9,87.0,764.0,66.0,62.7,30.0
30.2,6.8,35.0,277.0,21.0,54.4,20.0
29.5,6.8,22.0,200.0,22.0,70.1,18.0
28.3,6.8,12.0,108.0,11.0,58.0,14.0
28.3,6.8,15.0,,,58.0,16.0
29.5,7.0,48.0,,,56.1,22.0
30.7,6.7,42.0,340.0,,77.9,26.0
28.7,6.9,90.0,930.0,,57.0,28.0
30.5,7.0,13.0,,,57.6,18.0
29.4,7.0,15.0,,,69.4,18.0
29.8,6.9,48.0,416.0,30.0,64.1,19.2
29.8,6.9,12.0,,,71.1,16.0
28.5,6.7,29.0,248.0,24.0,64.3,18.0
29.3,6.8,45.0,,,75.0,24.0
28.2,7.2,16.0,112.0,10.0,68.4,16.0
30.0,6.8,35.0,294.0,28.0,69.2,19.2
29.6,6.7,49.0,490.0,43.0,61.6,22.0
30.9,6.8,42.0,363.0,29.0,67.8,26.0
31.6,6.9,16.0,,,67.6,16.0
31.4,6.8,33.0,,,70.0,26.0
31.7,7.0,13.0,,,59.4,18.0
,7.1,14.0,,,60.6,18.0
28.1,6.9,80.0,,,54.9,22.0
28.5,7.0,32.0,328.0,,48.2,16.0
30.3,6.8,58.0,,,85.0,30.0
31.5,7.0,11.0,,,62.3,22.0
27.4,6.8,91.0,788.0,66.0,52.5,24.0
28.9,6.5,22.0,138.0,10.0,64.4,18.0
32.0,7.1,29.0,307.0,31.0,126.9,26.0
30.8,6.9,53.0,339.0,41.0,61.5,20.0
29.5,7.1,20.0,210.0,,66.4,20.0
,,29.0,235.0,,399.0,26.0
,6.9,11.0,,,84.5,22.0
28.2,6.9,11.0,,,56.8,14.0
29.9,6.9,9.0,50.0,17.0,62.8,20.0
29.0,6.8,22.0,270.0,24.0,59.2,12.0
29.3,6.9,56.0,547.0,44.0,73.5,30.0
29.6,6.9,15.0,,,60.8,18.0
29.4,7.0,18.0,,,56.2,14.0
30.3,6.7,27.0,,,88.1,26.0
30.4,6.8,52.0,467.0,44.0,86.2,30.0
29.4,6.7,63.0,562.0,49.0,64.0,22.4
,6.9,50.0,,,60.0,18.0
,6.7,87.0,,,47.8,22.0
,7.1,10.0,82.0,9.0,61.0,20.0
29.0,6.9,62.0,,,55.4,20.0
30.0,6.7,83.0,,,65.7,22.4
32.2,6.9,17.0,,,140.4,18.0
,,31.0,,,164.0,26.0
30.7,7.0,15.0,,,62.0,20.0
31.6,6.9,15.0,,,69.6,16.0
30.6,6.8,30.0,242.0,22.0,87.4,22.0
28.5,6.8,87.0,852.0,71.0,0.0,18.0
30.0,6.8,37.0,,,69.0,19.2
28.9,6.6,21.0,123.0,7.0,62.9,18.0
28.7,6.8,50.0,470.0,40.0,0.0,16.0
30.1,6.9,25.0,311.0,26.0,63.0,22.0
31.7,7.0,10.0,,,61.8,16.0
30.9,6.7,20.0,,,68.9,24.0
29.6,6.9,56.0,,,56.4,22.0
31.3,7.1,11.0,,,60.3,18.0
28.5,6.8,26.0,,,58.2,14.0
29.1,7.0,74.0,,,58.0,38.4
30.2,6.8,19.0,218.0,19.0,73.0,20.0
30.7,7.0,20.0,,,69.5,20.0
29.9,6.9,26.0,163.0,11.0,63.4,20.0
28.9,6.6,15.0,,,60.1,16.0
,,31.0,157.0,28.0,58.3,16.0
27.8,7.0,16.0,,,55.6,14.0
30.6,7.0,16.0,,,63.7,18.0
30.5,6.8,14.0,,,64.5,16.0
29.0,7.0,8.0,50.0,4.0,60.1,12.0
30.2,7.0,20.0,,,57.6,16.0
31.7,7.1,15.0,,,65.3,18.0
29.2,6.6,18.0,,,64.1,20.0
28.3,6.8,119.0,,,52.6,26.0
29.0,7.0,13.0,,,66.0,16.0
29.3,6.6,90.0,748.0,69.0,47.3,22.0
29.3,6.9,13.0,,,73.9,18.0
31.2,7.0,20.0,276.0,27.0,71.0,20.0
31.0,7.1,12.0,,,59.1,20.0
29.1,6.5,21.0,,,57.6,14.0
29.9,7.0,22.0,208.0,25.0,74.3,26.0
28.0,6.8,24.0,138.0,31.0,71.5,14.0
29.7,6.8,38.0,,,51.4,18.0
30.8,7.0,12.0,,,57.2,18.0
29.0,6.7,137.0,,,51.0,24.0
30.5,6.9,15.0,,,70.0,22.0
29.2,6.9,24.0,,,59.2,16.0
30.4,7.1,17.0,138.0,,62.3,22.0
28.4,6.7,140.0,1200.0,103.0,52.9,26.0
28.7,6.9,31.0,,,55.7,16.0
28.7,6.8,135.0,,,52.1,24.0
28.9,6.6,80.0,,,48.1,22.0
29.4,7.0,18.0,,,62.2,18.0
29.5,6.8,61.0,,,51.0,22.0
,6.9,37.0,,,58.6,18.0
30.8,7.0,19.0,181.0,17.0,70.6,20.0
31.1,6.9,22.0,125.0,26.0,73.5,22.0
29.7,6.7,106.0,,,53.8,24.0
30.0,6.9,35.0,313.0,29.0,75.0,24.0
,6.8,31.0,,,54.1,18.0
29.5,6.7,46.0,,,62.6,22.0
30.6,6.9,25.0,,,126.7,24.0
30.0,6.9,59.0,,,62.6,24.0
30.1,6.9,20.0,167.0,16.0,69.8,16.0
,6.9,24.0,,,347.0,26.0
29.3,6.8,62.0,,,68.6,28.0
30.5,6.9,63.0,,,64.9,24.0
32.8,7.1,15.0,,,62.8,20.0
,7.0,67.0,383.0,58.0,61.3,20.0
30.6,7.0,10.0,,,58.4,22.0
30.0,7.0,16.0,,,80.6,18.0
30.6,6.9,43.0,,,64.2,19.2
,6.7,18.0,186.0,19.0,78.6,19.2
28.5,6.9,94.0,542.0,80.0,56.0,24.0
29.2,6.8,25.0,,,61.0,18.0
30.7,6.9,12.0,,,77.3,16.0
29.7,6.8,56.0,468.0,41.0,62.6,24.0
29.6,6.9,50.0,,,63.9,20.0
27.0,6.8,48.0,350.0,,61.0,24.0
27.9,6.9,13.0,117.0,11.0,54.0,16.0
27.6,6.8,13.0,,,55.2,14.0
30.8,6.9,13.0,,,67.8,16.0
29.7,6.8,20.0,109.0,25.0,66.3,18.0
31.1,6.9,22.0,,,332.0,26.0
28.9,6.8,22.0,189.0,21.0,60.9,16.0
30.2,6.7,54.0,,,56.6,20.0
,7.0,58.0,484.0,38.0,66.7,22.4
30.1,7.0,24.0,243.0,26.0,75.7,24.0
31.7,6.9,31.0,301.0,31.0,150.5,26.0
28.9,6.8,15.0,,,60.0,16.0
30.5,6.7,18.0,168.0,16.0,65.4,8.0
28.5,6.9,110.0,692.0,92.0,53.9,26.0
30.0,7.3,9.0,,,59.9,22.0
32.4,7.0,18.0,,,87.0,18.0
28.8,6.7,23.0,187.0,21.0,77.0,18.0
,6.8,17.0,157.0,,388.0,24.0
30.3,6.9,19.0,,,64.5,20.0
30.6,6.8,14.0,127.0,14.0,116.0,19.2
30.3,7.0,11.0,,,63.5,20.0
30.1,6.9,18.0,154.0,28.0,63.7,19.2
31.0,6.8,19.0,182.0,17.0,86.2,22.0
30.3,6.6,17.0,142.0,13.0,62.7,22.0
29.3,6.9,23.0,244.0,19.0,54.9,18.0
29.4,6.8,55.0,428.0,42.0,80.0,26.0
31.1,6.9,41.0,297.0,34.0,69.3,22.4
28.6,7.0,14.0,65.0,12.0,55.0,16.0
31.5,7.0,23.0,294.0,33.0,74.6,20.0
28.9,6.7,18.0,202.0,18.0,101.4,22.4
28.4,6.9,31.0,279.0,28.0,57.0,20.0
30.7,6.7,21.0,,,66.2,24.0
29.6,6.8,90.0,790.0,68.0,68.0,28.0
,7.1,22.0,,,80.0,18.0
31.9,6.9,11.0,,,60.2,16.0
30.5,7.1,10.0,,,57.6,18.0
31.5,7.0,15.0,,,63.3,22.0
27.8,7.1,11.0,69.0,12.0,63.2,16.0
28.0,6.9,55.0,477.0,41.0,56.5,20.0
30.9,7.0,16.0,146.0,,67.4,20.0
29.9,6.6,23.0,,,72.3,24.0
31.5,6.8,38.0,,,71.8,28.0
28.8,7.0,39.0,,,48.5,16.0
29.8,6.9,31.0,,,58.4,16.0
29.8,6.6,19.0,,,66.2,20.0
30.4,7.0,12.0,,,60.4,18.0
31.6,6.9,17.0,,,80.8,14.0
29.3,6.9,63.0,622.0,52.0,56.5,22.0
29.2,7.1,33.0,,,51.2,18.0
29.7,6.9,85.0,,,63.4,30.0
,6.7,39.0,367.0,30.0,59.4,20.0
30.8,6.7,30.0,,,88.6,24.0
30.4,6.9,14.0,171.0,17.0,66.9,20.0
29.3,6.9,54.0,463.0,39.0,64.5,22.4
30.8,6.8,11.0,,,118.2,24.0
29.4,6.7,37.0,340.0,25.0,56.7,18.0
28.6,6.8,11.0,114.0,10.0,64.5,16.0
29.6,6.7,105.0,963.0,72.0,67.9,28.0
28.9,7.1,11.0,,,63.0,14.0
,6.8,30.0,,,70.2,24.0
28.4,6.8,18.0,155.0,17.0,94.6,19.2
29.1,6.8,89.0,,,69.7,26.0
29.5,6.8,71.0,,,60.6,22.0
30.6,6.8,16.0,,,73.4,18.0
30.0,7.2,12.0,,,59.8,16.0
29.9,7.1,15.0,,,59.4,18.0
29.0,6.9,52.0,,,62.0,26.0
30.2,6.8,18.0,,,73.0,20.0
27.6,6.8,18.0,134.0,13.0,53.8,16.0
29.5,6.9,26.0,,,63.8,14.0
,7.0,13.0,,,60.8,14.0
30.0,6.9,33.0,,,58.6,16.0
31.3,6.7,11.0,95.0,10.0,64.5,6.0
30.1,7.3,13.0,,,62.6,20.0
32.8,7.1,8.0,,,60.4,18.0
31.6,6.8,20.0,220.0,,63.6,20.0
29.0,7.5,12.0,,,63.7,22.0
26.1,7.0,17.0,77.0,18.0,59.3,14.0
28.9,7.0,17.0,225.0,24.0,69.6,19.2
,6.8,31.0,,,65.9,20.0
27.7,6.9,22.0,96.0,17.0,63.7,12.0
29.7,7.0,14.0,,,62.5,18.0
28.7,6.9,19.0,102.0,17.0,54.4,14.0
30.1,7.0,14.0,,,60.6,18.0
32.7,7.0,16.0,,,85.0,20.0
29.2,6.8,35.0,364.0,33.0,52.6,16.0
28.7,6.7,158.0,,,52.6,26.0
29.9,6.9,19.0,103.0,25.0,61.6,14.0
28.9,6.9,58.0,,,56.8,20.0
28.8,6.8,53.0,464.0,42.0,52.3,20.0
,7.0,79.0,,,54.4,18.0
31.0,7.0,11.0,,,59.3,18.0
30.2,6.7,42.0,,,75.8,19.2
29.1,6.9,45.0,,,64.3,20.0
29.0,6.8,59.0,604.0,,61.0,28.0
,7.2,32.0,,,79.0,18.0
29.8,7.2,34.0,,,63.1,18.0
30.0,7.0,18.0,,,58.8,16.0
29.7,7.0,69.0,612.0,51.0,59.7,38.4
28.6,6.9,13.0,,,56.8,14.0
28.2,6.8,16.0,145.0,13.0,59.0,16.0
30.7,6.9,17.0,,,62.0,22.0
,6.8,55.0,,,59.2,22.0
29.8,7.1,29.0,300.0,,59.0,20.0
29.6,6.9,11.0,67.0,20.0,64.1,18.0
,6.7,15.0,,,69.2,8.0
29.2,6.9,16.0,159.0,12.0,69.4,16.0
30.5,6.7,21.0,179.0,18.0,66.7,22.0
30.8,6.9,17.0,,,57.9,14.0
31.5,6.7,33.0,,,92.9,28.0
,6.7,20.0,,,77.6,22.0
28.7,7.0,51.0,318.0,46.0,53.1,22.0
29.8,6.7,91.0,768.0,66.0,67.6,26.0
29.4,6.8,59.0,,,54.5,14.0
29.7,7.0,23.0,175.0,,60.0,18.0
30.2,6.9,29.0,,,60.3,20.0
30.5,6.9,27.0,288.0,25.0,72.0,24.0
31.6,6.8,40.0,,,100.3,28.0
30.0,6.8,43.0,469.0,47.0,66.4,19.2
,6.9,56.0,540.0,47.0,68.8,30.0
29.2,6.9,44.0,,,69.7,30.0
29.0,7.0,15.0,140.0,14.0,52.9,14.0
30.2,6.9,19.0,191.0,18.0,69.0,22.0
31.2,6.8,31.0,,,59.6,20.0
30.0,7.0,22.0,,,59.9,14.0
29.3,6.6,17.0,,,60.2,16.0
28.9,6.9,27.0,270.0,22.0,49.6,14.0
30.5,6.9,21.0,,,67.0,22.0
29.8,6.8,28.0,,,107.6,19.2
28.8,6.8,11.0,114.0,10.0,59.5,16.0
31.8,7.0,8.0,,,62.2,16.0
32.0,7.2,10.0,,,57.7,16.0
28.7,6.6,17.0,112.0,5.0,71.1,22.0
29.8,6.8,19.0,,,58.4,12.0
29.3,6.9,67.0,,,71.4,25.6
28.2,6.8,15.0,133.0,11.0,66.2,16.0
,6.6,22.0,,,58.7,14.0
29.6,6.7,40.0,,,60.7,18.0
29.1,6.8,117.0,1146.0,91.0,54.1,28.0
31.5,7.0,20.0,,,67.0,20.0
29.5,7.0,31.0,300.0,,60.8,22.0
29.8,7.0,12.0,94.0,8.0,58.6,8.0
29.3,6.7,28.0,249.0,21.0,50.8,16.0
31.1,6.9,33.0,,,78.0,28.0
30.2,7.2,25.0,,,55.6,20.0
30.5,7.0,13.0,103.0,4.0,65.8,20.0
30.9,6.9,15.0,,,75.0,19.2
29.2,6.7,56.0,,,54.7,20.0
28.5,6.8,59.0,300.0,52.0,55.5,16.0
30.3,6.9,37.0,,,69.7,19.2
29.3,7.0,69.0,,,50.8,20.0
28.6,6.7,43.0,379.0,39.0,50.1,16.0
29.0,6.9,20.0,,,60.0,16.0
30.3,7.1,25.0,,,112.0,22.0
30.9,7.0,9.0,119.0,12.0,60.7,18.0
28.5,6.6,44.0,395.0,42.0,72.8,22.4
32.0,6.8,27.0,,,59.4,18.0
30.9,7.1,30.0,,,88.0,24.0
29.6,6.9,52.0,322.0,26.0,57.3,20.0
31.0,7.0,36.0,305.0,,72.2,18.0
30.8,7.0,23.0,,,105.5,26.0
29.4,7.0,13.0,124.0,11.0,69.5,20.0
29.8,6.9,24.0,129.0,32.0,62.5,20.0
28.3,7.1,14.0,116.0,15.0,69.0,22.0
31.1,7.0,10.0,,,56.9,18.0
29.1,6.8,79.0,766.0,69.0,55.2,22.0
30.9,6.8,29.0,256.0,24.0,80.3,26.0
29.6,6.9,17.0,173.0,15.0,68.0,24.0
28.7,7.0,39.0,,,47.4,16.0
28.6,6.7,120.0,1094.0,10.0,52.7,28.0
31.8,7.0,20.0,,,73.0,22.0
30.7,6.9,12.0,,,60.2,12.0
,6.9,42.0,,,62.8,19.2
,7.2,14.0,,,56.7,18.0
30.0,6.9,64.0,,,52.5,20.0
,6.9,18.0,,,61.8,18.0
30.3,7.0,17.0,150.0,19.0,62.3,22.0
29.2,6.9,63.0,,,56.0,18.0
28.1,6.8,61.0,334.0,52.0,61.9,20.0
29.4,6.9,22.0,,,59.8,14.0
32.4,7.1,19.0,,,75.8,20.0
,6.9,18.0,168.0,15.0,71.2,16.0
31.6,6.8,20.0,,,69.0,22.4
30.4,6.9,27.0,174.0,11.0,64.9,22.0
28.8,6.8,30.0,,,58.8,18.0
30.3,6.9,15.0,,,76.5,19.2
,,28.0,,,52.8,18.0
28.4,6.7,17.0,110.0,3.0,64.4,20.0
31.3,7.0,15.0,,,66.0,20.0
30.6,6.7,26.0,209.0,19.0,81.4,22.0
,6.9,30.0,,,50.3,16.0
,7.1,11.0,,,62.6,22.0
32.7,7.0,17.0,,,60.6,16.0
28.5,6.8,104.0,920.0,86.0,50.1,24.0
30.2,6.8,99.0,886.0,68.0,65.0,26.0
29.2,6.9,87.0,509.0,73.0,52.6,22.0
28.3,6.8,57.0,489.0,42.0,51.1,24.0
29.4,6.8,44.0,,,59.5,22.4
28.3,6.9,93.0,840.0,69.0,54.0,20.0
30.9,7.0,15.0,,,60.8,18.0
29.2,6.9,24.0,211.0,22.0,84.0,18.0
29.3,6.9,57.0,,,51.3,20.0
29.6,6.8,14.0,150.0,16.0,56.8,14.0
,6.9,25.0,,,84.3,26.0
30.1,7.0,14.0,98.0,6.0,61.2,20.0
29.5,7.1,20.0,,,57.8,20.0
30.1,6.8,75.0,892.0,75.0,58.0,24.0
29.3,7.0,20.0,210.0,,65.9,20.0
30.2,6.9,16.0,145.0,,70.0,18.0
31.9,7.2,12.0,,,58.9,20.0
28.6,6.9,28.0,284.0,24.0,40.7,16.0
30.9,6.9,22.0,,,65.7,14.0
28.9,6.8,12.0,113.0,,55.7,16.0
,6.9,65.0,,,55.7,20.0
,6.9,24.0,,,314.0,26.0
30.4,6.7,91.0,,,48.8,18.0
29.5,6.9,25.0,138.0,30.0,70.1,20.0
,6.8,119.0,1004.0,96.0,48.0,20.0
30.0,6.8,14.0,,,70.4,18.0
28.2,7.0,20.0,,,69.7,16.0
,7.0,25.0,,,140.5,22.0
29.5,7.0,16.0,,,55.0,16.0
28.2,7.2,9.0,88.0,8.0,58.3,20.0
29.5,6.7,69.0,580.0,47.0,64.0,20.0
28.0,6.9,15.0,128.0,13.0,66.2,18.0
28.9,6.8,26.0,246.0,19.0,53.0,18.0
29.1,6.9,43.0,248.0,18.0,58.5,22.0
29.6,7.2,23.0,,,73.0,16.0
30.1,7.0,32.0,203.0,16.0,61.2,20.0
30.2,6.8,18.0,157.0,17.0,65.4,14.0
28.7,6.7,56.0,501.0,42.0,58.7,22.4
29.5,6.9,63.0,600.0,50.0,64.8,25.6
30.1,6.8,35.0,,,68.0,18.0
,6.8,27.0,,,67.4,18.0
29.3,6.9,34.0,329.0,36.0,65.1,16.0
30.2,7.0,24.0,,,63.7,18.0
27.4,6.8,79.0,,,58.2,22.0
29.8,7.0,11.0,110.0,,59.0,18.0
29.9,6.7,19.0,,,73.4,20.0
28.7,6.7,66.0,596.0,48.0,62.8,24.0
31.3,6.7,17.0,,,99.0,24.0
28.4,6.9,17.0,,,60.7,14.0
31.8,6.7,14.0,124.0,12.0,62.3,8.0
29.2,6.9,61.0,,,53.6,18.0
30.9,6.8,15.0,130.0,,69.0,22.0
31.7,6.8,9.0,101.0,8.0,59.4,18.0
29.2,6.9,65.0,378.0,58.0,54.0,22.0
29.5,6.9,54.0,317.0,23.0,56.7,20.0
,7.0,23.0,,,76.2,24.0
28.9,6.9,15.0,,,70.5,16.0
29.4,6.7,22.0,210.0,18.0,60.6,14.0
29.5,6.9,37.0,,,77.5,22.4
,6.9,30.0,,,52.6,16.0
28.5,6.9,47.0,,,52.8,20.0
,7.1,14.0,,,61.2,22.0
30.4,6.9,11.0,101.0,10.0,64.8,16.0
29.9,7.0,14.0,113.0,10.0,96.1,24.0
30.2,6.9,29.0,171.0,4.0,63.3,20.0
29.8,6.8,20.0,157.0,12.0,58.2,10.0
29.2,6.7,18.0,,,64.3,18.0
30.4,6.8,31.0,,,50.5,16.0
28.0,6.9,22.0,217.0,21.0,69.0,22.0
27.8,6.9,25.0,210.0,,61.5,16.0
29.6,6.9,66.0,,,53.7,18.0
29.2,6.7,33.0,,,55.2,16.0
29.1,6.9,18.0,,,60.1,20.0
27.3,6.9,13.0,104.0,10.0,54.5,14.0
30.0,6.8,20.0,144.0,17.0,66.6,14.0
30.1,6.9,32.0,,,51.7,18.0
29.4,6.8,99.0,896.0,75.0,65.0,28.0
31.8,6.9,12.0,81.0,6.0,67.9,16.0
28.3,6.6,153.0,1480.0,120.0,47.5,20.0
28.8,6.6,23.0,,,59.4,16.0
30.3,6.9,17.0,187.0,19.0,71.7,22.0
,6.8,47.0,,,53.7,18.0
29.7,6.9,47.0,420.0,35.0,56.7,20.0
29.6,6.9,98.0,794.0,74.0,75.8,30.0
31.0,7.0,11.0,,,58.1,18.0
29.4,7.0,80.0,782.0,64.0,71.2,25.6
28.0,6.9,44.0,318.0,25.0,59.2,20.0
,6.7,48.0,,,68.4,19.2
28.3,6.9,14.0,120.0,10.0,72.2,14.0
27.5,6.8,115.0,,,56.2,26.0
30.5,6.9,17.0,170.0,,58.0,18.0
29.8,6.9,40.0,,,63.4,20.0
33.0,6.8,7.0,,,63.9,18.0
30.7,6.9,11.0,109.0,10.0,64.1,19.2
30.7,6.7,31.0,172.0,17.0,63.0,18.0
28.8,6.9,76.0,,,52.0,22.0
29.7,6.7,36.0,332.0,24.0,56.2,22.0
29.9,6.9,27.0,,,123.0,20.0
,7.0,27.0,,,163.6,20.0
29.4,7.0,15.0,136.0,14.0,52.3,14.0
29.4,6.8,37.0,,,82.1,19.2
31.6,6.8,20.0,,,98.0,22.0
29.8,6.8,33.0,,,59.6,20.0
,6.6,20.0,,,68.0,20.0
30.0,7.1,18.0,135.0,15.0,64.1,20.0
30.2,7.0,17.0,,,122.6,18.0
30.3,7.0,10.0,,,65.5,16.0
30.2,6.9,18.0,151.0,14.0,72.9,19.2
30.8,6.8,19.0,158.0,12.0,84.7,24.0
29.9,6.9,16.0,173.0,17.0,51.3,14.0
,6.7,24.0,,,73.5,20.0
30.9,6.9,14.0,110.0,,70.0,24.0
28.2,6.8,97.0,900.0,74.0,61.0,26.0
30.3,7.1,12.0,141.0,13.0,76.4,20.0
32.2,7.1,12.0,107.0,,60.0,16.0
28.6,7.1,11.0,96.0,10.0,59.7,20.0
30.8,6.9,27.0,,,62.2,20.0
28.7,6.9,74.0,,,51.5,20.0
30.1,6.9,68.0,,,68.6,25.6
28.9,6.7,67.0,556.0,54.0,63.3,22.4
30.4,6.9,14.0,115.0,10.0,68.4,19.2
30.4,6.7,17.0,,,65.8,24.0
30.1,6.9,65.0,530.0,48.0,66.3,25.6
31.3,6.6,25.0,205.0,18.0,75.0,24.0
29.1,6.8,89.0,487.0,49.0,54.9,22.0
28.8,7.0,49.0,,,59.3,20.0
28.7,7.0,50.0,542.0,,52.8,22.0
31.5,6.7,25.0,215.0,24.0,64.4,20.0
,6.8,67.0,,,77.0,24.0
28.9,6.9,20.0,164.0,,87.0,18.0
29.2,7.0,15.0,,,58.1,16.0
29.4,6.8,15.0,,,61.1,16.0
29.5,6.9,62.0,369.0,31.0,58.1,20.0
28.3,6.8,84.0,,,55.8,22.0
29.3,7.0,71.0,648.0,55.0,56.0,24.0
30.8,6.9,18.0,154.0,,66.7,20.0
30.0,6.8,65.0,,,57.0,18.0
29.2,6.9,58.0,368.0,58.0,58.4,20.0
31.1,6.9,23.0,,,70.1,22.4
29.2,6.8,86.0,932.0,74.0,73.3,26.0
,6.9,43.0,349.0,,95.4,24.0
28.9,6.8,40.0,322.0,30.0,58.0,20.0
27.3,7.0,21.0,,,60.8,12.0
,6.9,55.0,,,58.8,22.0
29.2,6.8,103.0,,,55.8,24.0
28.7,6.8,19.0,141.0,,89.0,18.0
,6.9,22.0,,,161.3,24.0
28.9,6.9,51.0,,,53.0,18.0
29.7,6.8,23.0,198.0,20.0,65.5,22.0
29.5,7.3,18.0,,,60.6,20.0
29.4,6.9,42.0,,,58.1,18.0
,7.0,29.0,,,255.0,22.0
29.7,6.9,38.0,,,69.4,19.2
30.2,6.7,134.0,,,56.7,22.4
28.0,6.8,53.0,,,55.2,18.0
29.8,6.9,64.0,374.0,58.0,54.5,18.0
29.3,7.0,68.0,,,54.3,18.0
29.2,6.6,24.0,219.0,22.0,68.4,20.0
28.8,7.0,44.0,,,54.9,20.0
29.6,6.9,15.0,,,53.0,16.0
28.9,6.7,24.0,,,62.9,16.0
,7.1,54.0,304.0,,125.7,22.0
28.1,6.7,48.0,261.0,40.0,55.3,16.0
30.3,6.8,49.0,,,79.0,28.0
29.1,6.8,18.0,154.0,15.0,61.5,12.0
30.0,6.8,85.0,682.0,58.0,58.2,22.0
31.0,6.8,54.0,,,65.0,32.0
31.3,6.9,24.0,204.0,22.0,66.8,19.2
28.4,6.9,46.0,372.0,33.0,58.9,22.0
31.9,6.9,38.0,,,102.0,32.0
28.8,6.9,15.0,,,73.3,18.0
30.3,6.8,65.0,,,65.5,24.0
29.0,6.9,15.0,,,54.9,16.0
30.8,7.2,24.0,204.0,21.0,60.6,18.0
30.1,7.2,13.0,,,57.7,20.0
,6.7,26.0,222.0,22.0,103.0,19.2
31.8,7.1,20.0,,,59.4,16.0
29.5,6.7,80.0,724.0,66.0,58.0,22.0
31.4,6.7,53.0,,,66.1,20.0
28.6,6.7,30.0,,,62.0,16.0
29.9,6.7,23.0,,,59.8,14.0
28.0,7.0,9.0,83.0,11.0,59.7,18.0
29.9,6.8,40.0,,,57.7,20.0
28.5,6.6,17.0,159.0,15.0,67.5,16.0
31.3,6.8,14.0,134.0,11.0,63.5,8.0
29.6,6.9,20.0,,,63.6,14.0
28.9,6.7,46.0,,,60.0,24.0
28.8,6.6,181.0,,,50.0,24.0
28.4,7.0,36.0,,,49.7,18.0
29.8,7.0,85.0,,,68.6,22.4
,6.9,21.0,,,214.2,26.0
29.2,6.9,61.0,354.0,45.0,60.5,20.0
30.6,6.8,20.0,176.0,18.0,107.7,19.2
29.1,7.0,42.0,428.0,43.0,66.3,22.0
30.4,6.9,19.0,,,67.3,20.0
,7.1,29.0,,,118.4,18.0
,6.9,33.0,298.0,,226.0,22.0
29.1,7.0,14.0,113.0,9.0,55.8,8.0
32.3,7.0,9.0,95.0,,55.7,18.0
29.1,6.7,123.0,,,52.0,28.0
31.2,7.0,31.0,,,73.0,28.0
30.1,6.8,41.0,,,68.3,19.2
28.3,6.8,23.0,130.0,21.0,49.4,16.0
28.7,6.6,15.0,,,60.8,16.0
29.3,6.7,31.0,269.0,20.0,58.0,18.0
31.0,7.1,9.0,,,56.0,18.0
30.4,7.0,23.0,,,57.5,18.0
29.0,7.1,19.0,220.0,23.0,64.7,22.0
31.7,6.8,22.0,202.0,20.0,60.1,16.0
29.3,6.8,59.0,,,59.0,22.0
31.5,7.1,17.0,,,62.4,20.0
,6.9,74.0,,,58.6,24.0
,6.9,32.0,,,60.7,22.0
29.7,6.9,59.0,,,55.6,20.0
30.4,6.8,25.0,200.0,23.0,85.2,19.2
29.3,7.0,20.0,200.0,,65.0,18.0
30.2,6.7,44.0,,,62.3,22.0
29.4,6.9,47.0,,,71.2,22.4
28.7,6.6,14.0,83.0,2.0,59.3,16.0
29.3,6.8,50.0,392.0,34.0,65.2,24.0
28.5,7.1,44.0,259.0,44.0,,18.0
28.5,6.8,28.0,,,52.0,18.0
28.1,6.8,24.0,103.0,20.0,64.2,16.0
31.1,7.0,23.0,270.0,29.0,111.0,22.0
,6.9,30.0,172.0,39.0,65.4,20.0
27.6,6.7,42.0,346.0,34.0,54.0,16.0
29.2,6.8,79.0,728.0,62.0,55.3,18.0
29.8,6.8,60.0,,,60.7,25.6
